FIPS,GEOID,STATE,A01001B_001,A01001B_002,A01001B_003,A01001B_004,A01001B_005,A01001B_006,A01001B_007,A01001B_008,A01001B_009,A01001B_010,A01001B_011,A01001B_012
31113,05000US31113,31,886,835,779,686,627,585,525,403,296,172,76,19
31115,05000US31115,31,585,555,532,516,497,461,393,363,304,169,65,13
31117,05000US31117,31,454,423,397,366,350,338,304,269,181,100,58,19
31119,05000US31119,31,35164,32596,30426,27723,26347,22935,18436,14383,10219,5384,2605,976
31121,05000US31121,31,7803,7319,6832,6374,6075,5496,4716,3785,2770,1548,756,210
31123,05000US31123,31,4841,4576,4196,3870,3674,3367,2826,2293,1672,976,468,151
31125,05000US31125,31,3554,3356,3082,2895,2742,2504,2145,1756,1314,714,368,146
31127,05000US31127,31,7004,6628,6207,5797,5536,4601,3785,3101,2323,1357,637,220
31129,05000US31129,31,4275,4049,3842,3556,3406,3108,2721,2313,1855,1145,597,153
31131,05000US31131,31,15896,14799,13816,12732,12069,10881,9154,7316,5295,3015,1480,548
31133,05000US31133,31,2676,2521,2346,2221,2121,1953,1728,1481,1164,733,379,158
31135,05000US31135,31,2907,2713,2496,2317,2191,2063,1724,1387,1091,659,315,132
31137,05000US31137,31,9120,8560,7945,7347,6953,6242,5256,4319,3048,1804,924,332
31139,05000US31139,31,7157,6687,6183,5692,5378,4861,4134,3334,2345,1323,633,179
31141,05000US31141,31,33063,30686,28481,25892,24479,21718,17806,13933,9986,5585,2593,724
31143,05000US31143,31,5255,4992,4656,4259,4039,3659,3209,2645,1962,1109,520,189
31145,05000US31145,31,10806,10167,9572,8800,8333,7364,6182,4959,3737,2113,1114,355
31147,05000US31147,31,8009,7578,7087,6622,6320,5809,5039,4199,3207,1903,957,364
31149,05000US31149,31,1350,1277,1222,1155,1124,986,874,753,606,367,188,89
31151,05000US31151,31,14288,13376,12286,11186,10645,8787,7335,5288,3809,2027,972,373
31153,05000US31153,31,178351,164992,150267,136667,128791,113634,87383,62067,39043,19582,7634,2068
31155,05000US31155,31,21024,19683,18101,16675,15784,14278,12068,9757,6803,3744,1655,527
31157,05000US31157,31,36255,33844,31211,28695,27229,24207,19921,15803,11653,6687,3165,1077
31159,05000US31159,31,17127,16097,14864,13772,13107,10843,9103,7176,5051,2853,1320,374
31161,05000US31161,31,5234,4968,4676,4280,4049,3695,3169,2702,2115,1314,628,236
31163,05000US31163,31,3042,2900,2732,2527,2419,2231,1987,1686,1317,795,398,94
31165,05000US31165,31,1266,1157,1060,1014,1003,897,714,649,553,276,146,38
31167,05000US31167,31,5992,5586,5155,4715,4471,4067,3410,2714,1948,994,461,170
31169,05000US31169,31,5098,4791,4445,4151,3966,3637,3193,2689,2074,1278,665,290
31171,05000US31171,31,645,615,567,540,515,467,362,276,240,144,49,2
31173,05000US31173,31,7140,6455,5723,4980,4585,3868,2997,2343,1623,861,386,136
31175,05000US31175,31,4224,3956,3692,3433,3271,2985,2559,2134,1628,1031,494,158
31177,05000US31177,31,20219,19049,17717,16227,15292,13792,11744,9333,6486,3471,1417,436
31179,05000US31179,31,9367,8865,8384,7844,7531,5340,4396,3472,2580,1418,719,189
31181,05000US31181,31,3571,3396,3152,2883,2754,2486,2142,1796,1351,796,400,126
31183,05000US31183,31,822,778,732,700,672,642,564,463,337,194,95,14
31185,05000US31185,31,13799,12936,12033,11143,10613,9312,7613,6196,4578,2663,1316,421
32001,05000US32001,32,24010,22389,20822,19477,18531,16466,13417,10925,7775,4446,1738,418
32003,05000US32003,32,2141574,2004526,1863210,1720649,1637220,1454973,1136704,838961,551887,301845,114012,27096
32005,05000US32005,32,47828,46060,43530,41171,39493,36536,31949,27236,21334,12611,4939,983
32007,05000US32007,32,52252,48523,44223,40297,37863,33202,25411,18759,11907,5477,1984,430
32009,05000US32009,32,981,948,871,794,785,769,656,527,440,269,88,34
32011,05000US32011,32,1830,1763,1671,1463,1394,1324,1224,951,618,283,136,44
32013,05000US32013,32,16904,15665,14582,12982,12260,10999,8601,6484,4342,2083,758,124
32015,05000US32015,32,5746,5303,4844,4343,4068,3693,3068,2398,1638,822,317,146
32017,05000US32017,32,5174,4978,4770,4557,4317,3747,3124,2615,1983,1225,494,91
32019,05000US32019,32,53155,50195,46581,43711,41570,38127,31803,25775,18908,10937,3858,684
32021,05000US32021,32,4448,4219,3982,3796,3679,3349,2790,2454,1927,1099,427,70
32023,05000US32023,32,43705,41748,39880,37632,36248,33820,29893,25560,20359,12644,4930,1060
32027,05000US32027,32,6611,6321,6020,5660,5515,5159,4006,3071,1926,1061,355,61
32029,05000US32029,32,3941,3793,3559,3416,3344,3142,2871,2397,1800,1176,397,31
32031,05000US32031,32,450486,423307,395737,367669,351134,310186,243540,188576,129646,69819,25351,6704
32033,05000US32033,32,9737,9216,8749,8100,7732,7066,5629,4226,2978,1587,712,162
32510,05000US32510,32,54467,51584,48542,45224,43220,38892,32269,26074,18875,10667,4432,1531
33001,05000US33001,33,60640,57985,54774,51341,49143,44796,38554,31972,23084,12642,4987,1684
33003,05000US33003,33,47840,45995,43878,41683,40059,37013,32822,28202,21471,12516,4899,1584
33005,05000US33005,33,76263,72770,69024,64955,62441,53033,44104,36215,25977,14195,5798,1834
33007,05000US33007,33,32038,30761,29314,27777,26704,24442,20997,17403,12672,7204,3083,1062
33009,05000US33009,33,89811,86103,81814,77667,74857,62875,52041,42849,31255,17342,7262,2326
33011,05000US33011,33,411087,389409,365966,340805,324765,288293,234003,183206,120104,60825,24923,8036
33013,05000US33013,33,149452,142269,134212,125774,120166,105915,88376,70649,48629,25707,10712,3846
33015,05000US33015,33,305129,291081,274552,256341,244204,220700,185667,149675,99752,50759,19756,5802
33017,05000US33017,33,128237,122051,115123,108211,103890,83241,66989,52619,35229,18162,7413,2176
33019,05000US33019,33,43125,41119,38883,36377,34830,31807,27021,22113,15810,8632,3436,1012
34001,05000US34001,34,268539,253271,237648,220786,210361,185383,153534,122887,84475,45459,19256,5383
34003,05000US34003,34,929999,880617,825187,767424,730591,654826,547788,424723,284245,155306,71419,24839
34005,05000US34005,34,446367,423139,397130,369108,351412,312942,258355,203280,135780,72612,31926,10064
34007,05000US34007,34,507367,476121,443874,410980,390730,347459,278100,214048,143540,75995,32641,10044
34009,05000US34009,34,93705,89324,84911,80159,77092,69876,60243,51509,39193,23572,10120,3007
34011,05000US34011,34,153400,143455,132966,122953,116897,103911,81648,61315,40785,22325,9529,2998
34013,05000US34013,34,793555,741002,688788,635666,604584,532091,424470,313320,200095,104288,45144,15420
34015,05000US34015,34,290852,275344,257068,238014,225730,199632,164174,127643,84017,43423,17574,5642
34017,05000US34017,34,668631,621585,584664,550810,530973,475270,336152,231077,147290,76628,33036,9677
34019,05000US34019,34,125051,120069,114002,105664,99812,88432,77794,64539,42898,21457,8578,2611
34021,05000US34021,34,368762,347812,326525,303719,289590,247693,201720,154217,101457,53598,23577,8114
34023,05000US34023,34,826698,778162,727121,676787,645561,567183,454348,340188,223793,117814,51278,17666
34025,05000US34025,34,623387,592146,555001,514598,488051,435048,369375,296915,198490,103679,44393,14939
34027,05000US34027,34,494383,469700,441252,408304,387164,345141,292213,231206,151054,80497,35858,12108
34029,05000US34029,34,591939,550740,512595,473577,451408,407165,343225,282870,209945,131798,62327,20128
34031,05000US34031,34,504041,469633,437047,403218,383020,333073,265712,201520,132877,70281,30479,9607
34033,05000US34033,34,63336,59908,55805,52071,49531,44254,37091,29478,20585,11182,4856,1687
34035,05000US34035,34,330176,312851,293701,270238,255592,228710,193090,149818,95948,48929,21860,7140
34037,05000US34037,34,142298,135850,128033,119183,113060,100910,86365,70089,46260,22889,8449,2328
34039,05000US34039,34,553066,518010,481012,444914,422703,375148,304437,228168,147121,76895,34129,11431
34041,05000US34041,34,106293,101422,95496,88985,84581,75395,64043,51843,34560,18236,7889,2839
35001,05000US35001,35,677692,638056,596545,551961,526113,463080,361206,275575,190668,103210,42072,11634
35003,05000US35003,35,3539,3475,3362,3203,3071,2957,2813,2608,2295,1364,527,286
35005,05000US35005,35,65459,60982,55461,51073,47878,41387,33072,25657,17906,10048,4429,1359
35006,05000US35006,35,26978,25146,23503,21699,20540,18136,14352,10878,7661,4088,1730,491
35007,05000US35007,35,12353,11735,10973,10419,10042,9116,7924,6677,5205,3155,1312,307
35009,05000US35009,35,50199,46039,42374,38781,36788,30624,22142,16230,11119,6018,2677,770
35011,05000US35011,35,2060,1955,1850,1658,1512,1325,1144,841,589,431,170,58
35013,05000US35013,35,215338,200984,185654,170310,161382,129625,101981,78750,55760,32046,13578,3356
35015,05000US35015,35,57437,53259,49169,44761,42240,37018,28879,22181,15392,8129,3649,1182
35017,05000US35017,35,28061,26415,24786,23207,22187,20006,17116,14256,11312,7197,2990,849
35019,05000US35019,35,4382,4162,3977,3732,3608,3361,2633,2105,1575,990,501,97
35021,05000US35021,35,459,438,408,395,389,383,342,314,277,176,77,18
35023,05000US35023,35,4371,4115,3825,3533,3370,3071,2572,2114,1529,919,441,142
35025,05000US35025,35,70126,64633,58751,52223,48961,41947,31661,23025,15031,7684,3313,920
35027,05000US35027,35,19482,18646,17604,16547,15869,14636,12888,10942,8761,5399,2223,485
35028,05000US35028,35,18356,17403,16231,14927,14188,13051,10903,8720,6033,3173,1328,488
35029,05000US35029,35,24264,22467,20717,18844,17879,15533,12728,10390,7767,4994,2253,517
35031,05000US35031,35,72849,67151,61309,54946,51483,43920,33525,25168,16576,8412,3465,975
35033,05000US35033,35,4563,4309,4006,3839,3711,3279,2797,2496,1896,1151,448,85
35035,05000US35035,35,65745,61304,57031,52701,50305,43102,33479,26287,18972,10952,4785,1142
35037,05000US35037,35,8373,7865,7109,6708,6515,5934,5015,4082,3291,2026,842,213
35039,05000US35039,35,39307,36679,34130,31615,29989,26647,22096,17716,12775,7083,2910,805
35041,05000US35041,35,19117,17694,16273,15139,14389,10897,8375,6494,4505,2574,1090,309
35043,05000US35043,35,140769,132963,123733,113170,107106,95959,78620,60672,42538,23111,8421,1989
35045,05000US35045,35,127455,118427,108408,98520,92752,81510,63821,48265,33479,17443,7322,2246
35047,05000US35047,35,28034,26697,25345,23691,22383,19471,16349,13327,9816,5536,2203,573
35049,05000US35049,35,148917,142248,134321,125941,120910,109763,92840,75952,56603,32763,11475,3001
35051,05000US35051,35,11135,10617,10200,9636,9339,8655,7831,6951,5747,3918,1740,389
35053,05000US35053,35,17000,16410,15006,13746,13077,10947,9458,7497,5490,3142,1189,585
35055,05000US35055,35,32888,31380,29640,27922,26835,23952,21328,17687,13368,7976,3055,747
35057,05000US35057,35,15595,14854,14040,12982,12302,10869,9374,7560,5572,3001,1025,110
35059,05000US35059,35,4175,3941,3588,3455,3385,3074,2456,1912,1405,810,386,121
35061,05000US35061,35,75956,71628,66888,61040,57772,51045,41901,33038,23051,12596,4961,1301
36001,05000US36001,36,307426,291843,276782,260522,250030,204509,164438,129662,90006,49416,21580,7394
36003,05000US36003,36,47025,44600,41934,39189,37439,30155,25394,20746,15083,8444,3581,1110
36005,05000US36005,36,1437872,1331789,1232639,1135248,1076792,924137,697125,515214,329750,174470,76973,22500
36007,05000US36007,36,194402,184203,173659,163347,156441,128950,107236,87401,63034,35621,16970,5896
36009,05000US36009,36,77686,73246,68504,63322,60246,53030,44618,36238,25797,14106,6067,1756
36011,05000US36011,36,77868,73933,69587,65231,62241,55526,45880,36869,25802,13859,5908,2033
36013,05000US36013,36,129656,122614,115909,107869,102908,89858,74775,61161,44121,24668,11062,3447
36015,05000US36015,36,85740,80665,75781,70328,67080,59921,49407,39248,27677,15319,6851,2456
36017,05000US36017,36,48348,45752,43113,40131,38207,34458,29223,23971,17102,9540,3976,1046
36019,05000US36019,36,80794,76849,72990,68801,66259,54954,44808,35428,24348,12853,5456,1489
36021,05000US36021,36,60919,58347,55197,52246,49954,45606,39091,32599,23617,13577,5707,1567
36023,05000US36023,36,48123,45596,42764,40352,38687,30162,24696,19817,13697,7547,3148,1044
36025,05000US36025,36,45502,43707,41515,39272,37648,32888,28445,24165,18037,10595,4451,1263
36027,05000US36027,36,293894,280263,265664,248355,236843,204465,170644,136780,91910,48700,21243,6545
36029,05000US36029,36,919866,869634,818791,765777,731323,643713,515048,413552,289819,158532,71491,24554
36031,05000US36031,36,37751,36256,34386,32753,31426,28731,24214,19923,14558,8322,3615,1023
36033,05000US36033,36,50692,48229,45460,42514,40780,35688,28648,22612,15182,8081,3296,802
36035,05000US36035,36,53743,51066,47967,44811,42766,38600,32193,25985,17944,9981,4247,1537
36037,05000US36037,36,58112,55132,51616,48351,46178,41265,34184,27804,19225,10453,4780,1599
36039,05000US36039,36,47617,45588,43574,41132,39560,35427,29688,24501,17469,9996,4087,1337
36041,05000US36041,36,4575,4428,4261,4070,3942,3536,3269,2879,2248,1319,512,164
36043,05000US36043,36,62505,59291,55712,51828,49444,43844,36993,30332,21694,12251,5338,1776
36045,05000US36045,36,114448,105370,97470,90721,86671,72369,52714,39420,26785,14619,6113,1842
36047,05000US36047,36,2600747,2407004,2244721,2090394,2000988,1777281,1302729,943231,631479,343548,150691,46962
36049,05000US36049,36,26719,25058,23506,21603,20527,18373,15322,12340,8708,4620,2061,690
36051,05000US36051,36,63907,61103,58075,54575,52311,42687,35659,29066,20093,10713,4531,1359
36053,05000US36053,36,71359,68040,63857,60217,57437,47906,40608,33164,22965,12142,5085,1631
36055,05000US36055,36,744248,702653,659250,615015,586875,510506,406538,322933,222947,121631,52943,18137
36057,05000US36057,36,49426,46392,43154,40114,38141,34213,27965,22365,15983,8965,3998,1419
36059,05000US36059,36,1356564,1282323,1200622,1116608,1061459,940610,784956,622356,423635,232164,106320,39851
36061,05000US36061,36,1632480,1552583,1489600,1430549,1396709,1247071,880515,645981,442155,257362,115779,39048
36063,05000US36063,36,211704,200626,189722,176777,168858,150607,124726,101198,71368,38400,16752,5629
36065,05000US36065,36,230782,217621,203914,190210,181700,159279,130763,105315,73721,41650,19011,6765
36067,05000US36067,36,464242,437659,410433,382288,364192,315658,254093,202399,139318,75035,33379,11993
36069,05000US36069,36,109472,103965,98075,91177,86907,76734,64889,53003,37097,20570,8468,2760
36071,05000US36071,36,378227,353375,326802,298572,281128,240918,197715,152470,97893,50452,20647,6579
36073,05000US36073,36,41175,39062,36739,34603,33010,29632,24141,19534,13238,6944,2897,779
36075,05000US36075,36,119104,112583,105510,98345,93675,80149,65926,52883,35455,18238,7220,2141
36077,05000US36077,36,60244,57692,55017,52246,50366,39907,34090,28490,20960,12021,5179,1493
36079,05000US36079,36,99070,94652,89389,83000,78759,70298,59876,48229,31384,16053,6209,1707
36081,05000US36081,36,2298513,2153723,2030317,1906248,1833055,1646256,1273347,953021,634749,340656,150893,47142
36083,05000US36083,36,159431,150952,142221,133363,127708,111082,89141,70587,48458,25539,10447,3450
36085,05000US36085,36,474101,446745,418000,388134,369598,328753,265503,205356,137710,73325,30207,8801
36087,05000US36087,36,323686,298618,273208,248684,233621,203509,166297,130493,88806,49645,22445,7333
36089,05000US36089,36,109558,103744,97526,90963,87140,71856,58999,47161,32846,17884,7615,2418
36091,05000US36091,36,227377,215599,202250,189281,180408,161493,134662,106129,71127,38737,15287,4417
36093,05000US36093,36,154883,145866,136973,127216,121408,106960,86992,68077,46827,25515,11827,4524
36095,05000US36095,36,31364,30014,28404,26795,25709,22210,18963,15725,11324,6359,2589,727
36097,05000US36097,36,17992,17077,16155,15177,14477,13200,11157,9248,6554,3604,1473,370
36099,05000US36099,36,34612,32715,31064,28969,27697,24803,20134,16269,11485,6322,2649,759
36101,05000US36101,36,96927,91514,85514,79608,75719,68069,56964,45823,32424,17889,7726,2216
36103,05000US36103,36,1487901,1407674,1322626,1226653,1164993,1028820,856536,677506,445835,239139,104102,32165
36105,05000US36105,36,75211,70982,66708,62051,59179,53101,44184,35768,24724,13552,5180,1151
36107,05000US36107,36,49045,46463,43671,40529,38550,34739,29571,24054,17143,9435,4145,1217
36109,05000US36109,36,102962,98708,94556,90337,87600,59782,46668,36216,25469,13561,5356,2012
36111,05000US36111,36,179303,171353,162534,152939,146883,129932,107973,87205,60796,33335,13652,4095
36113,05000US36113,36,64480,61644,58301,54877,52524,47790,40360,33397,23835,13493,5585,1835
36115,05000US36115,36,61828,58893,55332,52099,49918,44839,37548,30072,20734,11288,4726,1202
36117,05000US36117,36,90856,85874,80570,74719,71151,63828,53967,43818,30102,16103,6487,2012
36119,05000US36119,36,968815,913905,855745,791696,751715,665958,555660,431749,288165,158902,74383,26065
36121,05000US36121,36,40565,38494,36318,33982,32501,29144,23625,18861,12729,6754,2677,739
36123,05000US36123,36,25009,23498,22019,20369,19359,16597,14007,11631,8638,4875,2050,538
37001,05000US37001,37,160576,151229,141180,130808,124373,108031,88388,69405,47003,26307,11418,3617
37003,05000US37003,37,37119,35297,33308,30971,29501,26726,22405,17563,12215,7089,2944,792
37005,05000US37005,37,10973,10532,10055,9413,9030,8243,7411,6098,4628,2802,1184,290
37007,05000US37007,37,25306,24110,22652,21242,20370,18092,14468,11318,7779,4343,1652,485
37009,05000US37009,37,26786,25612,24428,22817,21893,20232,17508,14369,10684,6427,2645,732
37011,05000US37011,37,17501,16858,16209,15348,14794,13124,11035,8619,6125,3700,1537,404
37013,05000US37013,37,47243,44951,42361,39293,37484,33712,29224,24093,18064,10808,4300,1180
37015,05000US37015,37,19644,18800,17765,16755,16136,14535,12016,9868,7294,4125,1860,565
37017,05000US37017,37,33778,31983,30075,27936,26653,24149,20408,16398,11997,6752,2634,712
37019,05000US37019,37,126860,121555,115858,109788,106239,99108,87392,74763,59833,37182,11711,2386
37021,05000US37021,37,254474,241606,228399,214524,206161,186112,151146,117360,84007,48292,20092,6229
37023,05000US37023,37,89712,85438,80862,75771,72310,64274,54032,43425,30492,17196,7268,2097
37025,05000US37025,37,201448,188512,174706,158309,149062,133055,108349,78910,49176,25749,10045,2801
37027,05000US37027,37,81779,77642,72926,68078,64909,58756,49692,39929,27433,15466,6157,1547
37029,05000US37029,37,10447,9955,9274,8392,7956,7259,6213,4815,3130,1782,708,170
37031,05000US37031,37,68920,65956,62456,58835,56506,51955,44869,37117,27597,16237,6276,1568
37033,05000US37033,37,22746,21688,20580,19212,18435,16672,14261,11572,8276,4590,1808,594
37035,05000US37035,37,156729,147849,138536,127782,121372,108168,90258,71023,48175,26739,10601,2556
37037,05000US37037,37,69791,66338,62163,57965,55441,51061,44842,36618,26765,16306,6799,2362
37039,05000US37039,37,27668,26539,25307,23821,22897,21231,18898,15984,12464,7817,3000,715
37041,05000US37041,37,14205,13541,12976,11947,11204,10505,8739,7069,5544,3322,1432,518
37043,05000US37043,37,10813,10412,9693,9083,8924,8298,7293,6234,5016,3172,1245,290
37045,05000US37045,37,97159,91770,85825,79636,75707,66458,55803,44744,30828,17418,6985,1767
37047,05000US37047,37,56293,53474,49985,46389,44114,39376,32604,26023,18548,10792,4306,993
37049,05000US37049,37,103082,96398,89953,83973,80314,67456,53646,42312,31376,18543,7844,2209
37051,05000US37051,37,332106,306684,283765,262402,249586,204821,147887,109000,71905,37300,15111,3792
37053,05000US37053,37,25796,24396,22463,21043,20054,18278,15418,12147,8023,3996,1402,378
37055,05000US37055,37,35741,34064,32077,29972,28832,26650,22930,18387,13400,7181,2536,508
37057,05000US37057,37,164664,155676,145361,134642,127834,115223,96730,76605,51795,28859,11818,2470
37059,05000US37059,37,41991,40010,37498,34742,32953,29908,25951,21003,14517,8313,3570,792
37061,05000US37061,37,59062,55341,51222,47179,44674,39936,33257,26116,18400,10229,4240,1284
37063,05000US37063,37,306457,285926,267447,250597,240820,209457,154235,110437,72417,37056,14373,4467
37065,05000US37065,37,53332,50190,47175,43273,41130,36580,30315,24525,17753,9789,4029,988
37067,05000US37067,37,371573,348834,324036,299638,284778,248472,200369,154844,104417,56532,23586,6769
37069,05000US37069,37,64902,61267,57502,52955,50328,44814,37477,29164,19716,10417,4004,926
37071,05000US37071,37,216585,203667,190010,175882,167116,149208,121899,93791,62102,33757,13523,4064
37073,05000US37073,37,11563,11087,10370,9632,9165,8345,7140,5888,4084,2213,886,250
37075,05000US37075,37,8557,8200,7681,7132,6802,6042,5265,4345,3207,1990,853,313
37077,05000US37077,37,58874,55975,52714,48940,46602,41378,34862,27287,18028,9519,3702,777
37079,05000US37079,37,21008,19940,18705,17407,16620,14942,12099,9056,6272,3195,1299,420
37081,05000US37081,37,523582,492386,460383,426315,405752,348658,276836,211334,140352,75740,31478,9494
37083,05000US37083,37,51737,49015,45884,42506,40562,36391,30549,24928,17811,10103,4299,1170
37085,05000US37085,37,130361,120555,110589,100962,95596,83751,63428,45565,29330,15414,6003,1451
37087,05000US37087,37,60433,57570,54918,51397,49364,45175,38655,31929,23735,14548,6149,1555
37089,05000US37089,37,113625,108096,101923,95533,91623,84199,72897,59931,45017,28504,12374,3610
37091,05000US37091,37,24153,23043,22022,20376,19521,16731,13881,11253,8176,4532,1954,546
37093,05000US37093,37,53239,48585,44704,40538,38389,34100,24264,16744,10413,4819,1655,590
37095,05000US37095,37,5393,5113,4716,4454,4228,3856,3154,2360,1566,887,379,114
37097,05000US37097,37,172525,162912,152433,139772,132085,118031,97989,75526,48873,26249,10298,2428
37099,05000US37099,37,42256,40306,38417,36319,35093,26979,22274,18075,13378,7976,3036,546
37101,05000US37101,37,191172,178855,165468,150031,141466,126455,103479,75981,47176,24306,8755,2408
37103,05000US37103,37,9695,9262,8702,8181,7852,7271,6113,5011,3711,2053,853,194
37105,05000US37105,37,60125,56244,52112,47774,45255,40245,32728,25322,17225,9498,3895,1025
37107,05000US37107,37,57227,53949,50244,46638,44310,39815,33237,27003,19475,10956,4741,1244
37109,05000US37109,37,81441,77327,72198,67133,63879,57897,49084,38566,25608,13761,5185,1339
37111,05000US37111,37,45109,43137,40110,37529,35833,32591,27483,21802,15479,8795,3639,831
37113,05000US37113,37,34410,32727,31105,29249,28022,25872,22285,18982,14935,9653,4091,1037
37115,05000US37115,37,21405,20449,19448,18316,17523,15256,13039,10529,7682,4486,1819,463
37117,05000US37117,37,23054,21821,20562,19124,18279,16568,14141,11781,8740,5030,2035,628
37119,05000US37119,37,1054314,982874,910222,841193,800249,704399,526997,369904,226301,112217,43248,12126
37121,05000US37121,37,15040,14371,13624,12779,12272,11136,9536,7968,5954,3609,1553,587
37123,05000US37123,37,27338,25825,24360,22346,21113,18993,16089,13001,9204,5257,2060,518
37125,05000US37125,37,95629,90266,84183,78669,75267,69136,58445,47414,35541,22698,10660,3374
37127,05000US37127,37,94003,88717,82908,76887,72984,64653,54016,42985,29735,16294,6421,1757
37129,05000US37129,37,224231,212917,201134,189062,181838,152667,122608,94505,66219,37427,14802,4319
37131,05000US37131,37,20186,19260,18272,17198,16559,15029,12955,11009,8362,4901,2125,500
37133,05000US37133,37,193912,176370,163322,152504,146557,103180,67166,47642,31664,16797,6867,1220
37135,05000US37135,37,142938,136345,128207,119614,114412,88943,70999,54307,35765,18364,6654,1752
37137,05000US37137,37,12742,12279,11725,11173,10771,9944,8641,7333,5828,3583,1429,350
37139,05000US37139,37,39479,36993,34384,32013,30704,26814,21316,16796,11748,6367,2557,697
37141,05000US37141,37,59020,55671,52032,48142,45795,41598,35178,27576,18970,10339,3916,982
37143,05000US37143,37,13459,12847,12153,11321,10880,10114,8792,7470,5753,3583,1432,330
37145,05000US37145,37,39305,37246,34967,32498,30940,27924,23897,18842,13360,7227,2900,751
37147,05000US37147,37,177372,166931,156460,145241,138887,106889,82633,61701,41591,21939,8741,2005
37149,05000US37149,37,20458,19780,18846,17703,17030,15803,14042,12120,9522,6016,2793,861
37151,05000US37151,37,142958,134860,126100,116115,109961,98630,82239,64730,43776,24213,9744,2379
37153,05000US37153,37,45189,42410,39801,36551,34731,30570,25258,19816,13828,7692,3095,741
37155,05000US37155,37,133442,124405,114381,105343,99539,85658,68842,52609,35758,18955,7152,1983
37157,05000US37157,37,91270,86565,81384,75926,72449,65464,55705,44986,31805,17708,7475,2158
37159,05000US37159,37,139605,131730,123146,113772,108141,95856,79108,62268,42668,23456,9788,2642
37161,05000US37161,37,66532,63139,59389,55483,52555,47424,40574,32984,23552,13755,5656,1680
37163,05000US37163,37,63561,59470,55053,50648,47901,42517,35399,27558,19086,10866,4534,991
37165,05000US37165,37,35262,33060,30622,28359,27152,23674,19498,15169,10721,5960,2408,731
37167,05000US37167,37,61114,57675,54074,50204,47837,42655,35404,28215,19497,11242,4480,1153
37169,05000US37169,37,45905,43854,41485,38754,36985,33602,28802,23516,16422,9098,3735,975
37171,05000US37171,37,72099,68389,63810,59488,56496,50677,43266,34764,24253,14189,6067,1950
37173,05000US37173,37,14254,13356,12422,11595,11058,9857,8170,6543,4695,2731,1083,350
37175,05000US37175,37,33513,32103,30684,29134,28140,25365,22184,19003,14965,9725,4417,1364
37177,05000US37177,37,4119,4002,3798,3651,3589,3304,2749,2340,1687,876,431,101
37179,05000US37179,37,226694,213399,196538,176106,163954,144036,122113,90112,53155,27269,9990,2564
37181,05000US37181,37,44482,41718,39121,35777,33881,29935,24900,19961,13840,7746,3129,768
37183,05000US37183,37,1046558,980169,908343,833884,790704,694882,540090,381350,230254,113852,42889,11754
37185,05000US37185,37,20033,19176,18122,17078,16342,14417,12594,10550,8033,4736,1971,561
37187,05000US37187,37,12156,11520,10877,10158,9677,8386,7385,6121,4759,2774,1115,103
37189,05000US37189,37,54117,52329,50145,48362,47051,30984,25248,20271,14657,8200,3202,810
37191,05000US37191,37,124002,115664,107780,99289,94393,82105,65596,51081,35361,19322,8014,2038
37193,05000US37193,37,68460,65055,61295,56862,54205,49067,41908,33882,24114,14007,5863,1318
37195,05000US37195,37,81336,76511,70978,65695,62323,55252,45538,36051,25230,13809,5717,1591
37197,05000US37197,37,37665,35685,33426,31147,29604,26633,22768,18320,12595,7208,3103,779
37199,05000US37199,37,17667,16841,16016,14994,14371,13119,11391,9425,7015,4379,1872,367
38001,05000US38001,38,2351,2257,2123,1941,1849,1689,1447,1220,917,550,259,95
38003,05000US38003,38,10836,10300,9799,9123,8751,7626,6521,5409,3997,2293,1095,367
38005,05000US38005,38,6886,6154,5493,4839,4506,3915,3096,2466,1741,902,365,81
38007,05000US38007,38,946,857,780,748,727,685,576,432,321,150,89,38
38009,05000US38009,38,6589,6225,5866,5436,5223,4617,3999,3301,2524,1477,640,221
38011,05000US38011,38,3195,2984,2701,2531,2410,2153,1809,1453,1147,642,327,97
38013,05000US38013,38,2213,1993,1797,1599,1544,1426,1092,900,633,340,149,38
38015,05000US38015,38,93737,87314,80800,75409,72094,63250,49398,37817,26429,14205,6445,2604
38017,05000US38017,38,174202,161795,150278,140898,135349,109453,79065,56999,38260,19598,8629,2954
38019,05000US38019,38,3824,3563,3363,3139,3014,2756,2424,2104,1656,1030,524,182
38021,05000US38021,38,4970,4691,4411,4058,3826,3387,2868,2352,1736,1047,538,250
38023,05000US38023,38,2369,2253,2092,2052,1972,1830,1655,1406,1087,635,301,154
38025,05000US38025,38,4387,4085,3826,3528,3328,3001,2438,1997,1447,705,320,92
38027,05000US38027,38,2313,2130,2011,1906,1803,1643,1404,1149,856,534,303,118
38029,05000US38029,38,3352,3171,2979,2805,2703,2511,2262,1992,1543,994,536,187
38031,05000US38031,38,3290,3100,2934,2689,2568,2333,2017,1661,1251,735,402,167
38033,05000US38033,38,1882,1772,1679,1553,1453,1295,1102,932,699,406,175,78
38035,05000US38035,38,70400,65611,61714,57821,55849,41166,29830,22899,16044,8362,3662,1256
38037,05000US38037,38,2380,2240,2114,1996,1899,1779,1555,1348,1104,691,338,112
38039,05000US38039,38,2266,2115,2014,1906,1828,1685,1462,1258,1002,654,313,147
38041,05000US38041,38,2576,2417,2229,2090,2033,1892,1548,1289,989,619,343,114
38043,05000US38043,38,2460,2311,2192,2052,1949,1735,1472,1233,938,483,237,60
